formula,year
Cu5U1,1979
Ce1Co0.01Ru1.99,1979
Ce1Co0.03Ru1.97,1979
Ce1Co0.05Ru1.95,1979
Ce1Co0.25In5Ir0.75,1979
Bi2Ce1Ni0.8,1979
Co1Ge1U1,1979
Co1U6,1979
Co1Ge0.9Si0.1U1,1979
Ge3U1,1979
Ge4Ru3Yb2,1979
Ir2Yb1,1979
Ir3U1,1979
Bi2Ce1Ni0.86,1979
Cu1La0.15Sr0.85O2,1986
Ba1.5Ca0.25Cu3La1.25O7.087,1986
Ba1.75Ca0.25Cu3La1O6.951,1986
Ba0.026Ca0.034Cu1La1.85Sr0.09O4,1986
Ba0.04Ca0.05Cu1La1.85Sr0.06O4,1986
Ba0.06Ca0.074Cu1La1.85Sr0.016O4,1986
Cu1La0.1Sr0.9O2,1986
Cu1La0.125Sr0.875O2,1986
Ba1.5Ca0.45Cu3La1.05O6.81,1986
Ba1.5Ca0.4Cu3La1.1O6.82,1986
Ba1.5Ca0.4Cu3La1.1O6.97,1986
Ba1.5Ca0.4Cu3La1.1O7.06,1986
Ba1.5Ca0.4Cu3La1.1O7.11,1986
Ba1.5Ca0.4Cu3La1.1O7.123,1986
Ba1.5Ca0.4Cu3La1.1O7.17,1986
Ba1.5Ca0.25Cu3La1.25O6.74,1986
Ba0.06Ca0.074Cu1La1.85Sr0.016O4.01,1986
Ba1.5Ca0.4Cu3La1.1O6.76,1986
Ba1.4Ca0.6Cu3La1O6.9,1986
Ba1.5Ca0.4Cu3La1.1O7.25,1986
Ba1.5Ca0.6Cu3La0.9O6.74,1986
Ba1.5Ca0.3Cu3La1.2O6.72,1986
Ba1.5Ca0.3Cu3La1.2O6.93,1986
Ba1.5Ca0.3Cu3La1.2O7.06,1986
Cu6La5Sr1O15,1986
Cu0.65La1.83Ni0.35Sr0.17O4,1986
Cu0.65La1.8Ni0.35Sr0.2O4,1986
Cu0.97La0.1Sr0.9Zn0.03O2,1986
Cu0.99La0.1Ni0.01Sr0.9O2,1986
Cu0.99La0.1Sr0.9Zn0.01O2,1986
Ba1.35Ca0.4Cu3La1.25O6.875,1986
Ba1.44Cu2.86La1.56O6.98,1986
Ba1.65Ca0.1Cu3La1.25O6.42,1986
Ba1.65Ca0.1Cu3La1.25O6.5,1986
Ba1.65Ca0.1Cu3La1.25O6.63,1986
Ba1.25Ca0.4Cu3La1.35O6.99,1986
Ba1.4Cu2.9La1.6O6.98,1986
Ba1.65Ca0.1Cu3La1.25O6.38,1986
Ba2Cu4La2O11.69,1986
Ba1.8Cu3La1.2O7.9,1986
Ba1.8Cu3La1.2O7.98,1986
Ba1.8Cu3La1.2O8,1986
Ba1Cu5La4O13,1986
Cu1La1.943Sr0.076O4,1986
Cu1La1.943Sr0.089O4,1986
Ca1Cu2La2O6,1986
Ca1.6Cu6La6.4Ni2O20,1986
Ca1.9Cu6La6.1Ni2O20,1986
Ba2Cu2.9La1O6.8,1986
B1Ba1Cu1La1O5,1986
Ba2.7Ca0.6Cu6La2.7O14.186,1986
Ba1.8Cu3La1.2O7.4,1986
Ba1.8Cu3La1.2O7.45,1986
Ba1.8Cu3La1.2O7.8,1986
Ba2Cu3La1O6.85,1986
Ba2Cu3La1O6.89,1986
Ba2Cu3La1O6.95,1986
Ba2Cu3La1O7,1986
Ba1.8Cu3La1.2O7.5,1986
Ba1.8Cu3La1.2O7.6,1986
Ba1.8Cu3La1.2O7.7,1986
Ba1.65Ca0.1Cu3La1.25O6.71,1986
Ba1.65Ca0.1Cu3La1.25O6.8,1986
Ba1.65Ca0.1Cu3La1.25O6.88,1986
Ba1.65Ca0.1Cu3La1.25O6.89,1986
Ba1.8Cu3La1.2O7.35,1986
Ba3.6Cu6La2.4O14.01,1986
Ba3.8Cu6La2.2O13.86,1986
Ba4Cu6La2O13.8,1986
Cu1La1.943Sr0.115O4,1986
Cu1La1.943Sr0.13O4,1986
Cu1La1.943Sr0.178O4,1986
Ca1.3Cu6La6.7Ni2O20,1986
Cu1.5La1.1Pb0.5Sr0.9O5.22,1986
Cu1.5La1Pb0.5Sr1O5.03,1986
Cu1.5La1Pb0.5Sr1O5.05,1986
Cu1.5La1Pb0.5Sr1O5.1,1986
Cu1.4La1Pb0.6Sr1O5.21,1986
Cu1.5La1.1Pb0.5Sr0.9O5.02,1986
Cu1.5La1.1Pb0.5Sr0.9O5.08,1986
Ca0.2Cu2La1.9Sr0.9O6.202,1986
Ca0.4Cu2La1.9Sr0.7O6.091,1986
Ba1.75Cu3La1Sr0.25O6.946,1986
Ba1.8Cu3La1.2O7.3,1986
Ba1Cu3La1Sr1O7.01,1986
Ba2.5Ca1Cu6La2.5O14.146,1986
Ba1.35Ca0.4Cu3La1.25O7.08,1986
Ba1.35Ca0.4Cu3La1.25O7.135,1986
Ba1.45Ca0.3Cu3La1.25O6.96,1986
Ba1.45Ca0.3Cu3La1.25O7,1986
Ba1.45Ca0.3Cu3La1.25O7.05,1986
Ba1.45Ca0.3Cu3La1.25O7.11,1986
Ba1.35Ca0.4Cu3La1.25O7.16,1986
Ba1.2Ca0.8Cu3La1O6.95,1986
Ba1.45Ca0.3Cu3La1.25O7.12,1986
Ba1.45Ca0.3Cu3La1.25O7.15,1986
Ba1.45Ca0.3Cu3La1.25O7.16,1986
Ba1.45Ca0.3Cu3La1.25O7.172,1986
Ba1.35Ca0.4Cu3La1.25O6.99,1986
Ba1.35Ca0.4Cu3La1.25O7.055,1986
Ba1.35Ca0.4Cu3La1.25O6.9,1986
Ba1.35Ca0.4Cu3La1.25O6.92,1986
Ba1.35Ca0.4Cu3La1.25O6.95,1986
Ba1.25Ca0.4Cu3La1.35O7.04,1986
Ba1.25Ca0.4Cu3La1.35O7.11,1986
Ba1.25Ca0.4Cu3La1.35O7.16,1986
Ba1.35Ca0.4Cu3La1.25O7.141,1986
Ba1.35Ca0.4Cu3La1.25O7.15,1986
Cu1La0.8Sm1Sr0.2O3.925,1986
Cu1La0.8Sm1Sr0.2O3.94,1986
Cu0.998La1.84Sr0.16Zn0.003O4,1986
Cu0.4Fe0.6La1.25Sr0.75O4,1986
Cu0.5Fe0.5La1.35Sr0.65O4,1986
Cu0.6Fe0.4La1.45Sr0.55O4,1986
Cu1.5La1.1Pb0.5Sr0.9O5.16,1986
Cu1La0.8Sm1Sr0.2O3.945,1986
Cu1La0.8Sm1Sr0.2O3.95,1986
Cu1La1.35Sm0.45Sr0.2O4,1986
Cu1.5La1Pb0.5Sr1O5.15,1986
Cu1.5La1Pb0.5Sr1O5.19,1986
Cu1La0.75Sm1Sr0.25O3.95,1986
Cu1La0.85Sm1Sr0.15O3.98,1986
Cu1La1.788Sr0.213O4,1986
Cu0.988La1.85Sr0.15Zn0.013O4,1986
Cu0.998La1.78Sr0.22Zn0.003O4,1986
Cu0.998La1.85Sr0.15Zn0.003O4,1986
Cu0.998La1.87Sr0.13Zn0.003O4,1986
Ba1.25Ca0.4Cu3La1.35O7.19,1986
Ba1.25Ca0.5Cu3La1.25O7.137,1986
Cu2La2Sr1O6.315,1986
Cu2La1.8Sr1.2O6.213,1986
Cu0.2Fe0.8La1.05Sr0.95O4,1986
Cu0.68La1.21Mn0.32Sr0.79O4,1986
Cu1La1.5Sr0.5O3.96,1986
Ba1.75Cu3La1.25O7.07,1986
Cu0.7Fe0.3La1.55Sr0.45O4,1986
Cu0.7Ga0.3La1.55Sr0.45O4,1986
Cu0.98La0.1Ni0.02Sr0.9O2,1986
Cu2La2Sr1O6,1986
Cu2La2Sr1O6.2,1986
Cu0.9La1.8Ru0.1Sr0.2O3.99,1986
Cu1.4La1.1Pb0.6Sr0.9O5.18,1986
Cu1.4La1Pb0.6Sr1O5.15,1986
Cu1.4La1Pb0.6Sr1O5.19,1986
Cu0.998La1.885Sr0.115Zn0.003O4,1986
Cu0.998La1.8Sr0.2Zn0.003O4,1986
Cu0.998La1.9Sr0.1Zn0.003O4,1986
Cu1.4La0.9Pb0.6Sr1.1O5.07,1986
Cu8La2Sr6O16.02,1986
Cu0.998La1.86Sr0.14Zn0.003O4,1986
Cu1.4La0.9Pb0.6Sr1.1O5.19,1986
Cu1.4La1.1Pb0.6Sr0.9O5.06,1986
Cu0.925La1.85Sr0.15Zn0.025O4,1986
Cu0.973La1.85Sr0.15Zn0.028O4,1986
Cu0.97La1.88Sr0.125O4,1986
Cu0.983La1.85Sr0.15Zn0.018O4,1986
Cu1.4La1Pb0.6Sr1O5.09,1986
Cu1.4La1Pb0.6Sr1O5.12,1986
Ba1.55Ca0.2Cu3La1.25O7.16,1986
Ba1.5Ca0.05Cu3La0.95Sr0.5O6.878,1986
Ba1.5Ca0.15Cu3La0.85Sr0.5O6.819,1986
Ba1.5Ca0.1Cu3La0.9Sr0.5O6.847,1986
Ba1.5Ca0.2Cu3La0.8Sr0.5O6.794,1986
Ba1.5Ca0.2Cu3La1.3O6.72,1986
Ba1.55Ca0.2Cu3La1.25O6.98,1986
Ba1.5Cu3La1Sr0.5O6.902,1986
Ca1Cu2La1.6Sr0.4O6,1986
Cu0.05La1.4Mn1.95Sr1.6O7,1986
Cu0.1La1.4Mn1.9Sr1.6O7,1986
Cu0.7La1.25Mn0.3Sr0.75O4,1986
Cu0.8La1.45Mn0.2Sr0.55O4,1986
Cu1.4La0.9Pb0.6Sr1.1O5.12,1986
Cu1.4La0.9Pb0.6Sr1.1O5.18,1986
Cu1.4La1.1Pb0.6Sr0.9O5.24,1986
Cu1.4La1Pb0.6Sr1O5.05,1986
Cu1.4La1Pb0.6Sr1O5.06,1986
Ba1.5Cu3La1.5O6.657,1986
Ba1.5Cu3La1.5O6.55,1986
Ba0.4Cu1La1.6O4,1986
Ba1.25Ca0.75Cu3La1O6.958,1986
Ba1.3Ca0.7Cu3La1O6.92,1986
Ba1.55Ca0.2Cu3La1.25O6.99,1986
Ba1.55Ca0.2Cu3La1.25O7.01,1986
Ba1.55Ca0.2Cu3La1.25O7.03,1986
Ba1.55Ca0.2Cu3La1.25O7.05,1986
Ba1.55Ca0.2Cu3La1.25O7.07,1986
Ba1.55Ca0.2Cu3La1.25O7.082,1986
Ba1.65Ca0.1Cu3La1.25O7.08,1986
Ba1.65Ca0.1Cu3La1.25O7.15,1986
Ba1.65Ca0.1Cu3La1.25O7.01,1986
Ba1.65Ca0.1Cu3La1.25O7.02,1986
Ba1.87Ca0.13Cu3La1O6.923,1986
Ba1.8Cu3La1.2O6.98,1986
Ba1.8Cu3La1.2O7.2,1986
Ba1.5Cu3La1Sr0.5O6.948,1986
Ba1.5Cu3La1Sr0.5O6.967,1986
Ba1.65Ca0.1Cu3La1.25O6.98,1986
Ba1.65Ca0.1Cu3La1.25O6.985,1986
Ba1.55Ca0.2Cu3La1.25O7.11,1986
Ba1.55Ca0.2Cu3La1.25O7.159,1986
Ba1.65Ca0.1Cu3La1.25O7.03,1986
Ba1.65Ca0.1Cu3La1.25O7.06,1986
Cu2La1.1Pb2Sr0.9O6.31,1986
Cu2La1.1Pb2Sr0.9O6.65,1986
Ba4Cu7Pr2O14.44,1987
Cu1Nd1.85Y0.15O4,1987
Cu1Nd1.8O4,1987
Cu1Sm0.08Sr0.92O2,1987
Cu1Sm0.1Sr0.9O2,1987
Cu1Sr0.75Y0.25O2,1987
Cu1Sr0.7Y0.3O2,1987
Ba0.16Cu1Sr1.84O3.4,1987
Ba0.1Cu1F2Sr1.9O2,1987
Ba0.25Cu1F2Sr1.75O2,1987
Ba4Cu7Pr2O14.06,1987
Cu1Nd1.85Th0.15O4,1987
Cu2.8Mo0.2Sr2Y1O7.3,1987
Cu1Nd1.7O4,1987
Cu1Pr0.1Sr0.9O2,1987
Ba5Cu8Y3O18,1987
Ba1.75Cu3Nd1.25O6.99,1987
Ba3Cu6La1Y2O14.17,1987
Ba1.6Cu3La0.4Y1O7.083,1987
Ba1.6Cu3La0.4Y1O7.11,1987
Ba1.6Cu3La0.4Y1O7.14,1987
Ba1.6Cu4Sr0.4Y1O8,1987
Ba1.72Cu4La0.28Y1O8,1987
Ba1.5Ca0.4Cu3La0.5Y0.6O7.01,1987
Ba4Cu7Pr2O14.74,1987
Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.14,1987
Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.25,1987
Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.36,1987
Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.61,1987
Ba1.6Cu3Eu1.4O7.16,1987
Ba1.6Cu3La0.4Y1O7.04,1987
Ba1.6Cu3La0.4Y1O7.06,1987
Ba0.75Cu3Sr1.25Y1O6.94,1987
Ba4Cu7Pr2O14.5,1987
Br2Ca1.8Cu1Na0.2O2,1987
Br2Ca1.85Cu1Na0.15O2,1987
Br2Ca1.825Cu1Na0.175O2,1987
Br2Ca1.7Cu1Na0.3O2,1987
Ca0.35Cu2Ga1Sr2Tm0.65O7,1987
Ca0.3Cu2Ga1Sr2Tm0.7O7,1987
Ca0.4Cu2Ga1Sr2Tm0.6O7,1987
Br2Ca1.75Cu1Na0.25O2,1987
Ca1.6Cl2Cu1Na0.4O2,1987
Ca10Cu24Sr11O41,1987
Ba0.8Cu3Pr0.4Sr1.2Y0.6O6.89,1987
Ba4Cu7Pr2O14.36,1987
Ca0.25Cu2Ga1Sr2Tm0.75O7,1987
Ce0.4Cu2Eu1.6Ru1Sr2O10,1987
Ba4Cu7Pr2O14.3,1987
Ce0.5Cu2Eu1.5Ru1Sr2O10,1987
Ce0.5Cu2Eu1.5Ru1Sr2O9.6,1987
Ce0.5Cu2Nb1Nd1.5Sr2O10,1987
Ce0.6Cu2Eu1.4Ru1Sr2O10,1987
Ba4Cu7Pr2O14.21,1987
Ca1.65Cl2Cu1Na0.35O2,1987
Cu1Gd0.1Sr0.9O2,1987
Ca0.5Cu3Ho0.5Pb2Sr2O8,1987
Cu2Fe1Sr2Y1O7.51,1987
Cu2Fe1Sr2Y1O7.66,1987
Cu2.8Mo0.2Sr2Y1O7,1987
Cu2.8Mo0.2Sr2Y1O7.1,1987
Ba0.74Cu3Sr1.26Y1O6.98,1987
Ba0.75Cu3Pr0.6Sr1.25Y0.4O6.92,1987
Ba0.75Cu3Sr1.25Y1O6.91,1987
Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.28,1987
Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.45,1987
Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.52,1987
Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.53,1987
Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.63,1987
Ba1.6Ca0.4Cu3La0.4Y0.6O6.95,1987
Ba1.75Cu3Gd1.25O6.98,1987
Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.04,1987
Ba1.5Cu3Nd1.5O7.14,1987
Ba1.61Cu3Sm1.39O7.07,1987
Ba1.65Cu3Sm1.35O7.07,1987
Ba1.65Cu4Sr0.35Y1O8,1987
Ba1.66Cu3La0.34Y1O7.073,1987
Ba1.6Ca0.1Cu3La0.4Y0.9O7.09,1987
Ba1.6Cu3La0.4Y1O7.05,1987
Ce0.7Cr0.25Cu2.75Sr2Y1.3O8.87,1987
Ba1.5Cu3La0.5Y1O7,1987
Ba1.5Cu3La0.5Y1O7.06,1987
Ba1.5Cu3La0.5Y1O7.08,1987
Ba1.5Cu3La0.5Y1O7.1,1987
Ba1.5Cu3La0.5Y1O7.17,1987
Ba1.5Cu3La0.5Y1O7.19,1987
Ce0.8Cu2Eu1.2Ru1Sr2O10,1987
Ba1.5Cu3Nd1.5O7.12,1987
Cu2S2Sr2Zn1O2,1987
Ba1.5Ca0.2Cu3La0.5Y0.8O7.11,1987
Ba1.5Ca0.2Cu3La0.5Y0.8O7.13,1987
Ba1.5Cu3La0.5Y1O7.22,1987
Ba1.4Ca0.4Cu3La0.6Y0.6O7.07,1987
Ba1.4Cu4Sr0.6Y1O8,1987
Ba1.54Cu3La0.46Y1O7.118,1987
Ba1.5Ca0.1Cu3La0.5Y0.9O7.13,1987
Ba1.5Ca0.1Cu3La0.5Y0.9O7.19,1987
Ba0.086Ca0.064Cu1La1.75Nd0.1O4.03,1987
Ba0.094Ca0.056Cu1La1.7Nd0.15O4,1987
Cu2Pr1.9Sr1.1O6.11,1987
Cu8Pr5.2Sr2.8O20,1987
Cu2Yb2O5,1987
Ce0.6Cu2Gd1.4Ru1Sr2O10,1987
Ba0.112Ca0.038Cu1La1.6Nd0.25O4,1987
Ba0.122Ca0.028Cu1La1.55Nd0.3O4,1987
Ba0.086Ca0.064Cu1La1.75Nd0.1O4,1987
Ba0.3Ca0.4Cu2Ga1Sr1.7Y0.6O7,1987
Ce0.15Cu1La1Nd0.85O4,1987
Ba0.012Ca0.138Cu1La1.736Nd0.114O4.02,1987
Ba0.076Ca0.074Cu1La1.8Nd0.05O4,1987
Ba1.2Cu3Pr1.8O7.27,1987
Ba1.2Cu3Pr1Sr0.8O6.96,1987
Ce0.5Cu2Eu1.5Nb1Sr2O10,1987
Cu2.65Mo0.35Sr2Y1O7.4,1987
Ba1.4Ca0.2Cu3La0.6Y0.8O7.15,1987
Ba1.4Ca0.3Cu3La0.6Y0.7O7.12,1987
Ba1.46Cu4Sr0.54Y1O8,1987
Ba0.076Ca0.074Cu1La1.8Nd0.05O4.01,1987
Cu1Sr0.85Y0.15O2,1987
Cu2Fe1Sr2Y1O7.68,1987
Al0.03Ba2Cu2.97Y1O7,1987
Al0.015Ba2Cu2.985Y1O7,1987
Cu2.75Mo0.25Sr2Y1O7.54,1987
Cu2.67Mo0.33Sr2Y1O7.41,1987
Ce0.7Cu2.75Sr2V0.25Y1.3O8.77,1987
Ba1.6Cu3Eu1.4O7.006,1987
Ba1.6Cu3Eu1Pr0.4O6.51,1987
Ba1.6Cu3La0.4Y1O6.65,1987
Ba1.55Cu3Sm1.45O7.09,1987
Ba1.5Cu3Eu1.5O7.32,1987
Ba1.5Cu3La0.2Pr0.8Sr0.5O6.974,1987
Ba1.7Cu3Lu0.1Pr0.9Sr0.3O6.89,1987
Ba1.5Cu3Nd1.5O7.024,1987
Ba1.5Cu3Nd1.5O7.05,1987
Ba1.5Cu3Pr1.5O7.19,1987
Ba2Cu2.826Y1Zn0.174O6.89,1987
Ba2Cu2.841Y1Zn0.159O6.89,1987
Ba2Cu2.85Y1Zn0.15O6.76,1987
Ba2Cu2.883Y1Zn0.117O6.9,1987
Ba1.68Cu4Sr0.32Y1O8,1987
Ba1Cu1Y2O5,1987
Ba0.094Ca0.056Cu1La1.7Nd0.15O4.02,1987
Ba2Cu2.88Y1Zn0.12O6.01,1987
Ba1.3Cu3Pr1.7O7.25,1987
Ba1.4Cu3Pr1.6O7.23,1987
Ba1.4Cu3Sm1.6O7.11,1987
Ba0.132Ca0.018Cu1La1.5Nd0.35O4,1987
Ba0.14Ca0.01Cu1La1.45Nd0.4O4,1987
Ce0.2Cu1Sm1.8O4,1987
Ba1.38Cu4Sr0.62Y1O8,1987
Ba1Cu3Pr0.7Sr1Y0.3O6.9,1987
Ba1.7Cu3Sm1.3O6.996,1987
Ba1.9Cu3Pr1.1O6.93,1987
Ba1Cu1Gd2O5,1987
Ba2Cu2.7Y1Zn0.3O6.89,1987
Ce0.2Cu1Pr1.8O4,1987
Cu2.65Mo0.35Sr2Y1O7.2,1987
Ba2Cu2.76Y1Zn0.24O6.02,1987
Ba2Cu2.79Y1Zn0.21O6.7,1987
Ba2Cu2.79Y1Zn0.21O6.74,1987
Cu1Sr0.9Y0.1O2,1987
Cu1Sr0.95Y0.05O2,1987
Ba1Cu3Pr0.8Sr1Y0.2O6.9,1987
Ba1Cu3Pr0.8Sr1Y0.2O6.95,1987
Ba2Cu2.79Y1Zn0.21O6.76,1987
Ba2Cu2.79Y1Zn0.21O6.81,1987
Ba2Cu2.79Y1Zn0.21O6.9,1987
Ba2Cu2.7Y1Zn0.3O6.85,1987
Ba1.75Cu4Lu0.48Sr0.25Y0.52O8,1987
Ba1.75Cu4Sr0.25Y1O8,1987
Ba1.7Cu3Eu1.3O6.983,1987
Ba1Cu3Pr1Sr1O6.94,1987
Ba1Cu3Pr1Sr1O6.98,1987
Ba2Co0.555Cu2.445Y1O7.12,1987
Ba2Co0.6Cu2.4Y1O7.07,1987
Ba2Co0.6Cu2.4Y1O7.08,1987
Ba1.7Cu3Lu0.2Pr0.8Sr0.3O6.88,1987
Ba1.7Cu3Pr0.8Sr0.3Yb0.2O6.92,1987
Ba1.7Cu3Pr0.9Sr0.3Yb0.1O6.88,1987
Ba1.5Cu3Pr1Sr0.5O6.982,1987
Ba1.5Cu3Sm1.5O7.14,1987
Ba1.5Cu3Sm1.5O7.22,1987
Ba1.65Cu3Eu1.35O6.995,1987
Ba1.6Cu3Sm1.4O7.19,1987
Ba2Cu2.91Y1Zn0.09O6.5,1987
Ba2Cu2.94Y1Zn0.06O6.47,1987
Ba2Cu2.94Y1Zn0.06O6.42,1987
Ba2Cu2.94Y1Zn0.06O6.48,1987
Ba2Cu2.94Y1Zn0.06O6.53,1987
Ba2Cu2.9Y1Zn0.1O6.82,1987
Ba2Cu3Nd0.7Pr0.3O6.85,1987
Ba2Cu3Nd0.7Pr0.3O6.98,1987
Ba2Cu3Pr0.3Sm0.7O6.55,1987
Ba2Cu3Pr0.5Y0.5O7.01,1987
Ba2Cu2.91Y1Zn0.09O6.44,1987
Ba2Cu2.91Y1Zn0.09O6.48,1987
Ba2Cu2.91Y1Zn0.09O6.56,1987
Ba2Cu2.91Y1Zn0.09O6.63,1987
Ba2Cu2.931Y1Zn0.069O6.5,1987
Ba2Cu2.94Y1Zn0.06O6.03,1987
Ba2Cu2.94Y1Zn0.06O6.33,1987
Ba2Cu2.94Y1Zn0.06O6.38,1987
Ba2Cu3Pr0.6Y0.4O7.03,1987
Ba2Cu3Sm1O7.06,1987
Ba2Cu4Eu0.3Pr0.7O8,1987
Ba2Cu4Lu0.24Y0.76O8,1987
Ba2Cu4Pr1O8,1987
Ba2Cu2.88Y1Zn0.12O6.63,1987
Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.15,1987
Ba1.8Cu3Pr0.2Sm1O7.04,1987
Ba1.8Cu3Sm1.2O7.01,1987
Ba1.8Cu3Sm1.2O7.09,1987
Ba1.8Cu4Ho1Sr0.2O8,1987
Ba1.6Ca0.4Cu3La0.4Y0.6O6.96,1987
Ba1.926Ca0.074Cu4Y1O8,1987
Ba1.8Cu3La0.2Y1O7.46,1987
Ba1.8Cu3La0.2Y1O7.49,1987
Ba1.8Cu3La0.2Y1O7.57,1987
Ba1.8Cu3La0.2Y1O7.62,1987
Ba1.8Cu3La0.2Y1O7.64,1987
Ba1.8Cu3La0.2Y1O7.74,1987
Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.04,1987
Ba1.8Cu3La0.2Y1O7.79,1987
Ba1.7Cu4La0.3Y1O8,1987
Ba1.85Cu3Pr0.15Sm1O7.02,1987
Ba1.87Cu4La0.13Y1O8,1987
Ba1.8Ca0.2Cu3La0.2Y0.8O6.94,1987
Ba1.8Ca0.2Cu3La0.2Y0.8O6.96,1987
Ba1.8Cu4La0.2Y1O8,1987
Ba1.76Cu3La0.24Y1O7.024,1987
Ba1.78Cu4La0.22Y1O8,1987
Ba1.7Ca0.3Cu3La0.3Y0.7O6.92,1987
Ba1.7Ca0.3Cu3La0.3Y0.7O6.96,1987
Ba1.7Cu3Eu1.3O7.15,1987
Ba1.7Cu3La0.3Y1O7.059,1987
B0.12C0.82Cu1Sr2O5,1987
Ba1.8Cu3La0.2Y1O7.77,1987
Ba1.6Ca0.1Cu4Sr0.4Yb0.9O8,1987
Ba1.6Ca0.2Cu3Nd1.2O6.929,1987
Ba1.5Cu3La0.8Pr0.2Sr0.5O6.906,1987
Ba1.5Cu3La0.9Pr0.1Sr0.5O6.904,1987
Ba1.5Cu3Sr0.5Y1O6.85,1987
Ba1.4Ca0.1Cu4Sr0.6Yb0.9O8,1987
Ce0.17Cu1Sm1.83O4,1987
Ce0.18Cu1Pr1.82O4,1987
Ce0.19Cu1Sm1.81O4,1987
Ce0.1Cu1Pr1.9O4,1987
Ce0.09Cu1Sm1.91O4,1987
Ce0.11Cu1Sm1.89O4,1987
Ce0.25Cu1Pr1.75O4,1987
Ce0.7Cu2.75Mo0.25Sr2Y1.3O8.76,1987
Ce0.15Co0.01Cu0.99Nd1.85O4,1987
Ce0.15Co0.02Cu0.98Nd1.85O4,1987
Ce0.15Co0.05Cu0.95Nd1.85O4,1987
Ce0.15Co0.1Cu0.9Nd1.85O4,1987
Ce0.15Cu0.99Nd1.85Ni0.01O4,1987
Ce0.15Cu1Gd1.85O4,1987
Ca1.92Cl2Cu1Na0.08O2,1987
Ca1.94Cl2Cu1Na0.06O2,1987
Ca1.998Cl2Cu1Na0.002O2,1987
Ca1Cu1O2,1987
Cu1Sr0.8Y0.2O2,1987
Ca0.86Cu0.96Ga0.04Sr0.14O2,1987
Ce0.13Cu1Sm1.87O4,1987
Ce0.15Co0.007Cu0.993Nd1.85O4,1987
Ca0.1Cu2Ga1Sr2Y0.9O7,1987
Ca0.86Cu1F0.2Sr0.14O1.8,1987
Ca0.86Cu1Sr0.14O2,1987
Ba2Ca0.05Cu4Er0.95O8,1987
Ba2Ca0.05Cu4Ho0.95O8,1987
Ba2Ca0.05Cu4Y0.95O8,1987
Ba2Ca0.075Cu4Y0.925O8,1987
Ba2Ca0.07Cu4Y0.93O8,1987
Ba2Ca0.12Cu4Y0.88O8,1987
Ba1.8Cu3La0.2Y1O6.8,1987
Ba1.8Cu3La0.2Y1O7.36,1987
Ba2Ca0.01Cu4Y0.99O8,1987
Ba2Ca0.025Cu4Y0.975O8,1987
Ba2Ca0.02Cu4Y0.98O8,1987
Ba2Ca0.03Cu4Er0.97O8,1987
Ba2Ca0.03Cu4Ho0.97O8,1987
Ba2Ca0.03Cu4Y0.97O8,1987
Ba1.7Cu3Nd1.3O6.987,1987
Ba1.7Cu3Pr0.25Sr0.3Yb0.75O6.92,1987
Ba1.9Ca0.1Cu3La0.1Y0.9O6.96,1987
Ba1.9Ca0.1Cu4Y1O8,1987
Ba1.9Cu3Sm1.1O7.05,1987
Ba2Ca0.05Cu2.8Y0.95Zn0.2O6.74,1987
Ba2Ca0.05Cu3Pr0.2Y0.75O6.95,1987
Ba1Cu3Sm1Sr1O6.94,1987
Ba2Ca0.15Cu2.8Y0.85Zn0.2O6.74,1987
Ba2Ca0.15Cu4Ho0.85O8,1987
Ba1.9Cu4La0.1Y1O8,1987
Ba1Cu3Pr0.7Sr1Y0.3O6.95,1987
Ba2Ca0.01Cu4Er0.99O8,1987
Ba2Ca0.01Cu4Ho0.99O8,1987
Ba1.972Ca0.028Cu4Y1O8,1987
Ba1.98Cu4La0.02Y1O8,1987
Ba1.9Ca0.1Cu3La0.1Y0.9O6.95,1987
Cu0.5La2Li0.5O4,1987
Cu0.6La2Li0.4O4,1987
Ce0.05Cu1Pr1.95O4,1987
Ce0.06Cu1Sm1.94O4,1987
Ca2Cl2Cu1O2,1987
Ce0.15Cu0.8Mn0.2Nd1.85O4,1987
Ce0.15Cu0.98Nd1.85Ni0.02O4,1987
Ce0.21Cu1Sm1.79O4,1987
Ba2Ca0.3Cu3Er0.7O6.83,1987
Ba2Ca0.3Cu4Ho0.7O8,1987
Ce0.95Cu2.75Sr2Y1.3O8.91,1987
Ce0.17Cu1Pr1.83O4,1987
Ce0.15Cu1Sm1.85O4,1987
Cu0.09Li1Ti1.91O4,1987
Ba2Ce0.1Cu4Dy0.9O8,1987
Ce0.7Cu2Eu1.3Ru1Sr2O10,1987
Ba2Ca0.15Cu4Y0.85O8,1987
Ba2Ca0.1Cu2.8Y0.9Zn0.2O6.74,1987
Ba2Ca0.1Cu4Ho0.9O8,1987
